productName,quantity,productDescription,materialType,weight,price
Saw U,267,A high-quality saw designed for durability and efficiency.,Fabric,49.43,121.27
Pliers V,227,A high-quality pliers designed for durability and efficiency.,Fabric,96.85,93.5
Tape Measure W,282,A high-quality tape designed for durability and efficiency.,Wood,7.67,493.77
Screwdriver X,429,A high-quality screwdriver designed for durability and efficiency.,Composite,99.55,270.16
Nut Y,309,A high-quality nut designed for durability and efficiency.,Glass,24.48,482.96
Washer Z,380,A high-quality washer designed for durability and efficiency.,Glass,93.54,241.06
Chisel A,308,A high-quality chisel designed for durability and efficiency.,Wood,21.97,23.15
Clamp B,180,A high-quality clamp designed for durability and efficiency.,Ceramic,27.83,477.71
Level C,291,A high-quality level designed for durability and efficiency.,Ceramic,69.31,393.2
Sandpaper D,421,A high-quality sandpaper designed for durability and efficiency.,Composite,71.49,92.45
Wire Cutter E,449,A high-quality wire designed for durability and efficiency.,Metal,53.36,289.24
Socket F,433,A high-quality socket designed for durability and efficiency.,Ceramic,37.96,7.1
Drill Bit G,367,A high-quality drill designed for durability and efficiency.,Plastic,92.13,151.58
Grinder H,284,A high-quality grinder designed for durability and efficiency.,Metal,99.22,438.86
Screw I,269,A high-quality screw designed for durability and efficiency.,Wood,46.42,104.56
Bolt J,68,A high-quality bolt designed for durability and efficiency.,Wood,65.23,456.72
Nail K,348,A high-quality nail designed for durability and efficiency.,Composite,82.06,57.44
Hammer L,277,A high-quality hammer designed for durability and efficiency.,Plastic,75.47,208.38
Wrench M,302,A high-quality wrench designed for durability and efficiency.,Fabric,72.84,449.37
Drill N,410,A high-quality drill designed for durability and efficiency.,Metal,17.11,96.29
Saw O,125,A high-quality saw designed for durability and efficiency.,Wood,97.91,44.07
Pliers P,326,A high-quality pliers designed for durability and efficiency.,Wood,77.35,95.73
Tape Measure Q,14,A high-quality tape designed for durability and efficiency.,Wood,14.89,209.26
Screwdriver R,244,A high-quality screwdriver designed for durability and efficiency.,Fabric,40.46,179.59
Nut S,140,A high-quality nut designed for durability and efficiency.,Composite,57.08,45.26
Washer T,174,A high-quality washer designed for durability and efficiency.,Metal,46.68,230.03
Chisel U,295,A high-quality chisel designed for durability and efficiency.,Fabric,89.34,414.45
Clamp V,410,A high-quality clamp designed for durability and efficiency.,Fabric,3.38,187.26
Level W,97,A high-quality level designed for durability and efficiency.,Fabric,79.02,424.55
Sandpaper X,332,A high-quality sandpaper designed for durability and efficiency.,Fabric,86.18,44.66
Wire Cutter Y,197,A high-quality wire designed for durability and efficiency.,Wood,69.05,244.15
Socket Z,185,A high-quality socket designed for durability and efficiency.,Composite,71.96,380.28
Drill Bit A,232,A high-quality drill designed for durability and efficiency.,Composite,29.24,163.98
Grinder B,157,A high-quality grinder designed for durability and efficiency.,Metal,16.61,291.47
Screw C,425,A high-quality screw designed for durability and efficiency.,Wood,82.58,383.09
Bolt D,338,A high-quality bolt designed for durability and efficiency.,Composite,3.99,275.9
Nail E,179,A high-quality nail designed for durability and efficiency.,Glass,94.43,456.42
Hammer F,415,A high-quality hammer designed for durability and efficiency.,Wood,26.43,354.23
Wrench G,419,A high-quality wrench designed for durability and efficiency.,Wood,91.63,32.69
Drill H,248,A high-quality drill designed for durability and efficiency.,Metal,84.38,345.63
Saw I,426,A high-quality saw designed for durability and efficiency.,Metal,96.74,198.2
Pliers J,115,A high-quality pliers designed for durability and efficiency.,Ceramic,75.55,375.82
Tape Measure K,195,A high-quality tape designed for durability and efficiency.,Metal,17.36,88.62
Screwdriver L,385,A high-quality screwdriver designed for durability and efficiency.,Metal,74.6,432.53
Nut M,318,A high-quality nut designed for durability and efficiency.,Plastic,25.64,177.16
Washer N,3,A high-quality washer designed for durability and efficiency.,Plastic,9.99,375.67
Chisel O,260,A high-quality chisel designed for durability and efficiency.,Glass,36.06,149.44
Clamp P,185,A high-quality clamp designed for durability and efficiency.,Composite,0.11,64.39
Level Q,94,A high-quality level designed for durability and efficiency.,Plastic,3.2,250.0
Sandpaper R,3,A high-quality sandpaper designed for durability and efficiency.,Metal,39.68,471.14
Wire Cutter S,224,A high-quality wire designed for durability and efficiency.,Ceramic,42.81,449.77
Socket T,144,A high-quality socket designed for durability and efficiency.,Metal,69.36,250.06
Drill Bit U,173,A high-quality drill designed for durability and efficiency.,Wood,60.05,256.95
Grinder V,16,A high-quality grinder designed for durability and efficiency.,Glass,30.11,392.02
Screw W,131,A high-quality screw designed for durability and efficiency.,Wood,57.54,160.39
Bolt X,356,A high-quality bolt designed for durability and efficiency.,Metal,1.06,91.2
Nail Y,329,A high-quality nail designed for durability and efficiency.,Composite,12.52,487.34
Hammer Z,257,A high-quality hammer designed for durability and efficiency.,Ceramic,20.27,416.68
Wrench A,354,A high-quality wrench designed for durability and efficiency.,Plastic,4.2,417.42
Drill B,358,A high-quality drill designed for durability and efficiency.,Composite,2.69,229.9
Saw C,140,A high-quality saw designed for durability and efficiency.,Wood,89.95,106.16
Pliers D,26,A high-quality pliers designed for durability and efficiency.,Fabric,56.2,376.68
Tape Measure E,273,A high-quality tape designed for durability and efficiency.,Plastic,46.75,249.55
Screwdriver F,492,A high-quality screwdriver designed for durability and efficiency.,Wood,74.31,75.73
Nut G,218,A high-quality nut designed for durability and efficiency.,Wood,97.87,284.83
Washer H,16,A high-quality washer designed for durability and efficiency.,Metal,85.37,84.33
Chisel I,429,A high-quality chisel designed for durability and efficiency.,Wood,86.92,117.64
Clamp J,446,A high-quality clamp designed for durability and efficiency.,Composite,20.26,399.74
Level K,72,A high-quality level designed for durability and efficiency.,Metal,35.14,457.13
Sandpaper L,272,A high-quality sandpaper designed for durability and efficiency.,Fabric,31.86,462.23
Wire Cutter M,475,A high-quality wire designed for durability and efficiency.,Ceramic,26.66,310.21
Socket N,333,A high-quality socket designed for durability and efficiency.,Ceramic,16.85,103.3
Drill Bit O,88,A high-quality drill designed for durability and efficiency.,Fabric,94.95,145.58
Grinder P,439,A high-quality grinder designed for durability and efficiency.,Metal,20.21,203.42
Screw Q,12,A high-quality screw designed for durability and efficiency.,Wood,23.85,283.99
Bolt R,474,A high-quality bolt designed for durability and efficiency.,Fabric,36.12,369.57
Nail S,287,A high-quality nail designed for durability and efficiency.,Composite,15.32,349.19
Hammer T,99,A high-quality hammer designed for durability and efficiency.,Plastic,74.18,486.73
Wrench U,93,A high-quality wrench designed for durability and efficiency.,Plastic,61.75,107.47
Drill V,179,A high-quality drill designed for durability and efficiency.,Metal,40.58,98.93
Saw W,397,A high-quality saw designed for durability and efficiency.,Plastic,61.37,437.74
Pliers X,150,A high-quality pliers designed for durability and efficiency.,Plastic,5.84,163.67
Tape Measure Y,146,A high-quality tape designed for durability and efficiency.,Wood,39.69,439.34
Screwdriver Z,287,A high-quality screwdriver designed for durability and efficiency.,Plastic,74.72,335.22
Nut A,449,A high-quality nut designed for durability and efficiency.,Metal,66.66,251.16
Washer B,85,A high-quality washer designed for durability and efficiency.,Ceramic,32.31,52.87
Chisel C,250,A high-quality chisel designed for durability and efficiency.,Glass,35.72,54.11
Clamp D,449,A high-quality clamp designed for durability and efficiency.,Glass,19.22,293.73
Level E,458,A high-quality level designed for durability and efficiency.,Fabric,39.23,87.31
Sandpaper F,390,A high-quality sandpaper designed for durability and efficiency.,Wood,88.69,446.7
Wire Cutter G,302,A high-quality wire designed for durability and efficiency.,Ceramic,69.5,355.12
Socket H,259,A high-quality socket designed for durability and efficiency.,Composite,46.53,216.23
Drill Bit I,348,A high-quality drill designed for durability and efficiency.,Fabric,9.04,14.84
Grinder J,500,A high-quality grinder designed for durability and efficiency.,Composite,14.71,405.58
Screw K,447,A high-quality screw designed for durability and efficiency.,Fabric,99.97,280.39
Bolt L,202,A high-quality bolt designed for durability and efficiency.,Composite,97.82,29.72
Nail M,186,A high-quality nail designed for durability and efficiency.,Wood,96.9,232.68
Hammer N,159,A high-quality hammer designed for durability and efficiency.,Fabric,85.5,487.8
Wrench O,426,A high-quality wrench designed for durability and efficiency.,Composite,66.19,169.68
Drill P,272,A high-quality drill designed for durability and efficiency.,Ceramic,34.3,337.43
Saw Q,235,A high-quality saw designed for durability and efficiency.,Fabric,48.38,345.5
Pliers R,170,A high-quality pliers designed for durability and efficiency.,Composite,74.45,475.73
Tape Measure S,66,A high-quality tape designed for durability and efficiency.,Composite,39.33,392.37
Screwdriver T,141,A high-quality screwdriver designed for durability and efficiency.,Composite,37.15,26.33
Nut U,109,A high-quality nut designed for durability and efficiency.,Ceramic,89.68,218.4
Washer V,423,A high-quality washer designed for durability and efficiency.,Metal,53.1,408.96
Chisel W,219,A high-quality chisel designed for durability and efficiency.,Glass,90.9,58.61
Clamp X,75,A high-quality clamp designed for durability and efficiency.,Metal,27.78,337.55
Level Y,275,A high-quality level designed for durability and efficiency.,Glass,25.71,28.9
Sandpaper Z,118,A high-quality sandpaper designed for durability and efficiency.,Composite,5.99,284.26
Wire Cutter A,477,A high-quality wire designed for durability and efficiency.,Wood,80.86,144.07
Socket B,345,A high-quality socket designed for durability and efficiency.,Plastic,89.21,101.05
Drill Bit C,86,A high-quality drill designed for durability and efficiency.,Ceramic,6.19,131.79
Grinder D,411,A high-quality grinder designed for durability and efficiency.,Glass,46.64,427.96
Screw E,361,A high-quality screw designed for durability and efficiency.,Fabric,1.71,453.19
Bolt F,43,A high-quality bolt designed for durability and efficiency.,Wood,76.26,20.42
Nail G,467,A high-quality nail designed for durability and efficiency.,Metal,73.37,467.86
Hammer H,191,A high-quality hammer designed for durability and efficiency.,Glass,73.35,140.18
Wrench I,164,A high-quality wrench designed for durability and efficiency.,Composite,12.0,439.23
Drill J,475,A high-quality drill designed for durability and efficiency.,Composite,43.34,376.27
Saw K,112,A high-quality saw designed for durability and efficiency.,Metal,81.77,224.68
Pliers L,148,A high-quality pliers designed for durability and efficiency.,Composite,37.31,393.53
Tape Measure M,498,A high-quality tape designed for durability and efficiency.,Plastic,50.05,357.23
Screwdriver N,499,A high-quality screwdriver designed for durability and efficiency.,Plastic,46.0,27.68
Nut O,471,A high-quality nut designed for durability and efficiency.,Metal,82.29,254.54
Washer P,186,A high-quality washer designed for durability and efficiency.,Metal,36.19,212.87
Chisel Q,206,A high-quality chisel designed for durability and efficiency.,Metal,75.27,86.73
Clamp R,209,A high-quality clamp designed for durability and efficiency.,Glass,89.34,117.99
Level S,5,A high-quality level designed for durability and efficiency.,Ceramic,96.77,450.4
Sandpaper T,306,A high-quality sandpaper designed for durability and efficiency.,Glass,14.21,144.38
Wire Cutter U,356,A high-quality wire designed for durability and efficiency.,Fabric,95.99,47.99
Socket V,93,A high-quality socket designed for durability and efficiency.,Fabric,16.74,383.21
